edad,ingreso_mensual,antiguedad_cliente_meses,segmento_cliente,region,canal_adquisicion,limite_credito,saldo_promedio,porcentaje_utilizacion,num_transacciones_mes,pagos_atrasados_12m,reclamos_12m,tipo_producto,tipo_contrato,metodo_pago,default_12m
42,6512.51,35,Básico,Norte,Sucursal,20887.76,3288.46,0.16,19,2,0,Préstamo,Anual,Transferencia,1
40,7814.3,60,Básico,Sur,Sucursal,23320.81,7756.97,0.33,18,1,0,Préstamo,Anual,,1
32,6888.33,21,Básico,Norte,Referido,23785.62,615.93,0.03,21,0,0,Tarjeta,Mensual,Efectivo,0
65,5463.54,36,Plus,Norte,Web,21169.36,6960.87,0.33,14,1,0,Préstamo,Anual,Transferencia,1
47,14586.45,33,Plus,Sur,App,52858.22,34249.54,0.65,21,0,0,Línea de crédito,Anual,Débito automático,0
18,26819.96,7,Básico,Norte,Web,74463.31,48312.03,0.65,20,1,0,Línea de crédito,Mensual,Efectivo,1
42,11957.02,8,Básico,Centro,Web,38212.05,8094.15,0.21,19,0,2,Tarjeta,Anual,Débito automático,1
32,5412.96,15,Básico,Sur,App,14222.94,5159.29,0.36,17,0,0,Tarjeta,Mensual,Débito automático,0
50,22114.01,1,Básico,Centro,Web,87983.97,21542.2,0.24,18,1,2,Préstamo,Mensual,Débito automático,1
30,36732.64,8,Premium,Sur,App,156697.65,58057.55,0.37,19,0,0,Tarjeta,Mensual,Débito automático,0
38,9065.71,15,Premium,Sur,App,23492.4,7187.41,0.31,17,0,1,Tarjeta,Anual,Débito automático,0
46,10025.3,2,Básico,Norte,Web,35598.4,6468.49,0.18,13,2,0,Tarjeta,Mensual,Transferencia,1
50,,3,Básico,Centro,Web,66116.18,39522.67,0.6,23,1,0,Línea de crédito,Mensual,Débito automático,1
25,35352.49,14,Premium,Centro,Referido,119408.56,34162.29,0.29,22,1,0,Tarjeta,Mensual,Transferencia,1
35,9780.05,31,Básico,Norte,Sucursal,34283.63,8526.71,0.25,16,0,1,Tarjeta,Mensual,Débito automático,0
34,6006.1,43,Plus,Norte,App,23548.18,16181.35,0.69,17,0,0,Préstamo,Anual,Débito automático,1
32,19513.29,18,Premium,Centro,Sucursal,67661.39,1838.25,0.03,22,2,1,Préstamo,Mensual,Débito automático,1
61,21578.24,15,Plus,Sur,Web,93634.56,34724.8,0.37,23,0,2,Préstamo,Anual,Débito automático,1
44,,11,Básico,Sur,Web,48027.53,14073.51,0.29,15,1,2,Préstamo,Anual,Débito automático,1
24,9557.87,5,Básico,Centro,Web,25267.12,9645.02,0.38,16,4,0,Tarjeta,Anual,Transferencia,1
51,24261.04,3,Premium,Centro,App,106909.92,59674.78,0.56,16,1,1,Préstamo,Anual,Transferencia,1
65,18339.67,37,Básico,Centro,App,51234.09,22767.37,0.44,20,1,1,Préstamo,Anual,Transferencia,1
52,8424.83,15,Básico,Sur,Web,34279.96,16269.1,0.47,17,2,1,Préstamo,Mensual,Transferencia,1
21,13759.12,37,Plus,Norte,Web,48897.3,11501.41,0.24,19,1,0,Tarjeta,Mensual,Transferencia,1
34,5937.1,29,Plus,Norte,Sucursal,23640.24,7713.51,0.33,12,0,1,Tarjeta,Mensual,Débito automático,1
55,,5,Básico,Centro,App,71107.08,21390.57,0.3,15,1,1,Tarjeta,Mensual,Transferencia,1
31,11414.73,17,Básico,Centro,Referido,29883.08,1594.57,0.05,18,2,1,Préstamo,Anual,Transferencia,1
45,10286.35,14,Plus,Sur,Web,33429.13,5082.24,0.15,15,1,0,Préstamo,Anual,Débito automático,1
49,13098.79,13,Básico,Centro,App,49007.45,6749.18,0.14,21,0,1,Tarjeta,Mensual,Efectivo,1
28,13686.77,18,Básico,Norte,Sucursal,51431.64,8130.5,0.16,11,1,0,Préstamo,Anual,Efectivo,1
39,22855.75,96,Plus,Norte,Sucursal,101618.7,46825.19,0.46,23,2,0,Préstamo,Mensual,Efectivo,1
18,19046.8,40,Básico,Sur,Web,70714.09,21054.22,0.3,22,3,0,Tarjeta,Mensual,Transferencia,1
27,,56,Básico,Norte,Web,37375.44,22209.51,0.59,22,1,1,Tarjeta,Mensual,Transferencia,1
36,21124.76,1,Básico,Norte,Web,54646.6,9377.94,0.17,22,0,3,Tarjeta,Anual,Débito automático,1
25,,3,Básico,Sur,App,69269.65,18985.11,0.27,15,0,0,Préstamo,Anual,Efectivo,0
59,10342.74,2,Plus,Centro,App,44252.26,11424.81,0.26,21,1,0,Tarjeta,Anual,Transferencia,1
22,12396.5,7,Plus,Centro,App,46205.16,8007.48,0.17,21,1,1,Tarjeta,Anual,Transferencia,0
34,12222.9,13,Plus,Centro,Web,42349.33,3160.2,0.07,16,0,0,Préstamo,Mensual,Transferencia,0
41,18090.76,24,Plus,Sur,App,76378.72,45117.03,0.59,15,0,0,Préstamo,Anual,Transferencia,0
57,10719.14,16,Plus,Norte,Web,31950.68,4007.27,0.13,18,1,0,Tarjeta,Mensual,Débito automático,1
22,10569.78,56,Básico,Centro,Sucursal,34853.48,7370.45,0.21,14,1,0,Tarjeta,Mensual,Débito automático,1
53,43532.12,67,Básico,Centro,Sucursal,153029.04,13470.99,0.09,21,0,2,Tarjeta,Mensual,Transferencia,1
40,23478.52,4,Plus,Norte,App,61014.69,17655.92,0.29,18,1,0,Tarjeta,Anual,Transferencia,1
28,8464.53,46,Básico,Centro,App,32818.31,12662.21,0.39,14,0,2,Línea de crédito,Mensual,Débito automático,1
45,,15,Básico,Sur,Web,54141.39,7098.26,0.13,13,1,0,Tarjeta,Mensual,Transferencia,1
42,,14,Básico,Centro,App,45414,12026.6,0.26,17,1,2,Tarjeta,Mensual,Transferencia,1
32,16897.66,36,Plus,Sur,Web,56252.08,9774.72,0.17,18,1,0,Tarjeta,Anual,Transferencia,0
40,14507.26,2,Básico,Centro,Sucursal,54794.24,18219.41,0.33,16,2,1,Préstamo,Mensual,Débito automático,1
35,27276.63,51,Plus,Sur,App,71763.94,21382.54,0.3,16,1,2,Préstamo,Anual,Débito automático,0
41,16438.35,26,Básico,Sur,Web,52302.28,28857.28,0.55,17,2,0,Tarjeta,Mensual,Débito automático,1
47,12871.19,49,Premium,Centro,App,39240.7,14573.5,0.37,16,0,1,Tarjeta,Anual,Transferencia,0
59,24967.1,120,Básico,Sur,Web,62493.63,10368.42,0.17,17,1,1,Tarjeta,Mensual,Débito automático,0
25,15366.9,17,Plus,Centro,Web,59674.38,15811.03,0.26,19,4,0,Tarjeta,Mensual,Transferencia,1
65,14369.84,2,Básico,Centro,Referido,42705.31,7334.56,0.17,13,1,0,Préstamo,Mensual,Efectivo,1
18,16129.64,4,Básico,Centro,App,45693.27,3748.49,0.08,18,1,0,Tarjeta,Mensual,Débito automático,1
38,12630.06,9,Premium,Norte,App,51731.83,8629.02,0.17,17,3,0,Tarjeta,Mensual,Transferencia,1
47,13433.89,2,Básico,Sur,App,34637.91,12038.44,0.35,23,3,0,Tarjeta,Mensual,Débito automático,1
43,9395.47,40,Básico,Centro,App,40405.04,17324.91,0.43,23,3,4,Línea de crédito,Anual,Transferencia,1
32,8512.57,8,Plus,Centro,App,32976.04,6933.79,0.21,16,1,0,Préstamo,Mensual,Transferencia,1
37,7338.27,89,Básico,Norte,Web,20866.3,9445.86,0.45,26,0,1,Préstamo,Anual,Transferencia,0
34,5795.34,29,Plus,Centro,App,18546.29,4949.06,0.27,12,1,3,Préstamo,Mensual,Débito automático,1
32,,4,Básico,Sur,Sucursal,34674.73,3143.05,0.09,25,1,1,Tarjeta,Mensual,Transferencia,1
50,12033.38,15,Básico,Sur,Referido,44977.04,6469.72,0.14,14,0,2,Línea de crédito,Anual,Transferencia,1
44,14212.41,15,Plus,Centro,Web,52833.7,24679.04,0.47,13,3,1,Tarjeta,Anual,Efectivo,1
31,11352.83,16,Plus,Centro,Web,43210.47,9019.96,0.21,20,2,0,Préstamo,Mensual,Transferencia,1
50,3250.54,18,Básico,Centro,Sucursal,11134.66,6873.94,0.62,15,2,0,Tarjeta,Anual,Débito automático,1
43,34363.55,1,Plus,Norte,App,97407.17,34391.14,0.35,22,4,0,Tarjeta,Anual,Transferencia,1
49,25639.47,27,Plus,Centro,Referido,71836.2,44394.55,0.62,20,0,0,Préstamo,Anual,Efectivo,0
47,17456.3,16,Plus,Centro,App,67636.55,13191.84,0.2,22,2,1,Préstamo,Anual,Débito automático,1
30,41960.94,37,Básico,Sur,App,179084.36,43985.56,0.25,18,0,0,Préstamo,Anual,Débito automático,1
33,7432.23,40,Básico,Centro,Web,23043.05,8320.98,0.36,19,0,0,Tarjeta,Mensual,Transferencia,0
48,41463.76,6,Básico,Centro,Web,145405.41,66855.97,0.46,17,1,0,Tarjeta,Mensual,Transferencia,0
47,7486.61,1,Básico,Sur,App,33573.53,8836.98,0.26,16,1,0,Tarjeta,Anual,Transferencia,1
39,15417.26,29,Básico,Centro,Web,46472.58,24076.17,0.52,22,0,0,Tarjeta,Anual,Débito automático,0
41,6221.07,91,Básico,Norte,App,20407.78,4841.97,0.24,27,1,0,Tarjeta,Anual,Transferencia,0
55,13478.03,14,Plus,Centro,Sucursal,43494.19,10169.37,0.23,22,2,0,Tarjeta,Mensual,Efectivo,1
32,16843.16,7,Plus,Centro,Web,43205.6,8198.23,0.19,15,2,1,Tarjeta,Mensual,Efectivo,1
46,,4,Básico,Sur,Web,42846.2,12305.17,0.29,13,0,0,Tarjeta,Mensual,Débito automático,1
37,20503,8,Plus,Norte,Referido,59814.54,15897.41,0.27,26,1,1,Tarjeta,Mensual,Débito automático,1
37,14177.46,9,Plus,Sur,Web,39090.03,4788.36,0.12,12,0,1,Tarjeta,Mensual,Efectivo,0
53,9764.92,13,Básico,Sur,App,38286.59,24430.27,0.64,23,1,0,Tarjeta,Mensual,Débito automático,1
49,9508.22,25,Básico,Centro,Sucursal,38332.59,4188.15,0.11,17,3,1,Préstamo,Anual,Débito automático,1
49,21732.16,7,Básico,Norte,Web,92965.45,32727.23,0.35,24,1,0,Tarjeta,Anual,Transferencia,1
55,9025.01,1,Plus,Centro,Sucursal,39423.63,14876.39,0.38,11,0,0,Tarjeta,Anual,Débito automático,0
40,23138.24,11,Básico,Centro,App,98062.9,23559.17,0.24,13,0,1,Tarjeta,Anual,Transferencia,1
48,27823.24,46,Básico,Centro,Web,76374.51,37752.78,0.49,17,1,3,Tarjeta,Mensual,Débito automático,1
36,4908.74,16,Básico,Centro,Sucursal,14467.31,3058.18,0.21,18,3,0,Línea de crédito,Mensual,Débito automático,1
43,26364.03,80,Plus,Centro,App,72367.96,17519.19,0.24,15,1,0,Tarjeta,Anual,Débito automático,0
38,45993.42,16,Plus,Sur,App,147503.15,32758.06,0.22,17,0,2,Préstamo,Anual,Transferencia,1
41,15540.46,7,Básico,Centro,App,42707.42,22803.98,0.53,18,3,2,Tarjeta,Mensual,Efectivo,1
47,,5,Básico,Centro,Web,72851.25,5629.21,0.08,18,1,0,Línea de crédito,Mensual,Débito automático,1
30,24889.55,28,Plus,Sur,Web,97901.32,36107.51,0.37,18,0,1,Tarjeta,Mensual,Transferencia,1
65,11324.35,18,Premium,Norte,Web,31925.47,19327.28,0.61,18,3,1,Tarjeta,Mensual,Transferencia,1
27,14903.75,22,Plus,Norte,Web,55787,27915.12,0.5,22,0,0,Préstamo,Mensual,Efectivo,0
25,6072.22,33,Premium,Sur,Web,15459.75,8654.74,0.56,20,1,0,Tarjeta,Mensual,Débito automático,1
53,14518.53,31,Básico,Norte,Web,48909.16,3522.67,0.07,16,1,1,Préstamo,Anual,Efectivo,1
49,18013.33,1,Básico,Norte,Web,55313.13,24643,0.45,18,2,3,Línea de crédito,Anual,Transferencia,1
47,18209.48,38,Plus,Centro,Web,81887.86,19768.43,0.24,20,3,1,Tarjeta,Anual,Débito automático,1
47,25317.59,18,Básico,Norte,App,110019.36,57912.83,0.53,16,0,0,Tarjeta,Anual,Transferencia,0
39,8392.71,11,Básico,Centro,Web,23458.72,5345.1,0.23,21,1,0,Tarjeta,Mensual,Transferencia,1
29,,18,Básico,Centro,App,42070.33,17822.19,0.42,17,1,0,Tarjeta,Mensual,Débito automático,1
40,41660.32,22,Básico,Centro,App,139044.64,34772.83,0.25,29,1,1,Tarjeta,Anual,Transferencia,1
31,12207.47,3,Básico,Norte,Sucursal,44597.49,17406.92,0.39,23,0,1,Tarjeta,Anual,Débito automático,1
51,15063.36,12,Premium,Sur,App,53738.95,6765.19,0.13,20,1,0,Tarjeta,Mensual,Efectivo,1
38,12833.24,9,Básico,Norte,Referido,50720.98,16201.44,0.32,22,2,1,Tarjeta,Anual,Débito automático,1
30,8159.94,10,Básico,Centro,App,25866.29,7004.28,0.27,26,1,0,Línea de crédito,Mensual,Débito automático,1
36,35387.63,2,Básico,Sur,Web,93400.87,19212.03,0.21,16,0,0,Préstamo,Mensual,Débito automático,1
44,9733.99,4,Plus,Centro,App,32465.33,10560.4,0.33,16,0,2,Tarjeta,Mensual,Transferencia,1
33,6792.87,4,Plus,Norte,App,24379.68,6614.62,0.27,23,0,0,Tarjeta,Mensual,Efectivo,0
30,10194.01,11,Básico,Norte,App,36798.63,3001.52,0.08,13,2,0,Tarjeta,Anual,Transferencia,1
42,4019.76,53,Básico,Sur,App,16421.49,13888.87,0.16,20,2,11,Préstamo,Mensual,Transferencia,1
42,9038.31,5,Plus,Sur,App,23395.23,4858.97,0.21,13,2,1,Préstamo,Mensual,Transferencia,1
33,7473.53,12,Básico,Sur,Web,33452.93,1216.34,0.04,19,3,0,Préstamo,Anual,Efectivo,1
34,19350.18,8,Premium,Centro,Referido,86710.69,15943.07,0.18,16,3,2,Tarjeta,Mensual,Transferencia,1
42,8919.11,37,Plus,Centro,App,24064.06,13876.44,0.58,21,1,1,Tarjeta,Mensual,Transferencia,1
22,22758.24,1,Básico,Norte,App,72554.05,33579,0.46,16,3,0,Tarjeta,Mensual,Débito automático,1
23,30917.89,5,Premium,Sur,Referido,113797.06,56628.18,0.5,20,2,0,Préstamo,Mensual,Débito automático,1
31,21347.83,5,Básico,Centro,Sucursal,69308.96,6391.59,0.09,21,1,0,Tarjeta,Mensual,Débito automático,1
37,11740.12,118,Básico,Centro,App,40799.83,7057.89,0.17,13,1,0,Tarjeta,Anual,Débito automático,0
43,14540.14,20,Básico,Centro,Sucursal,45828.45,6661.84,0.15,21,5,0,Préstamo,Anual,Transferencia,1
57,5350.84,3,Plus,Norte,App,20998.13,4547.18,0.22,18,0,1,Préstamo,Mensual,Transferencia,1
50,12329.28,7,Básico,Centro,App,39799.35,15711.32,0.39,19,1,0,Tarjeta,Mensual,Transferencia,1
38,7972.37,4,Básico,Centro,Sucursal,26785.35,1486.41,0.06,17,0,0,Tarjeta,Anual,Efectivo,0
39,20263.89,3,Básico,Norte,Web,73999.99,24945.86,0.34,20,3,1,Tarjeta,Mensual,Transferencia,1
27,62545.62,38,Plus,Norte,App,277602.62,74573.03,0.27,20,1,0,Tarjeta,Mensual,Débito automático,0
39,18031.82,16,Básico,Centro,Web,68225.34,5358.26,0.08,7,0,0,Tarjeta,Mensual,Débito automático,0
36,4045.32,23,Básico,Centro,Sucursal,10897.45,969.31,0.09,21,2,1,Línea de crédito,Mensual,Transferencia,1
43,10756.46,9,Plus,Norte,Web,33751.64,13805.38,0.41,21,0,0,Tarjeta,Mensual,Transferencia,0
30,14378.58,19,Plus,Norte,App,48016.23,4886.04,0.1,19,1,0,Tarjeta,Mensual,Débito automático,1
46,14078.65,7,Plus,Sur,Web,56037.91,8471.63,0.15,21,2,0,Tarjeta,Mensual,Efectivo,1
58,8617.17,8,Básico,Norte,Web,29244.53,21758.6,0.74,15,2,0,Tarjeta,Mensual,Transferencia,1
38,15478,25,Plus,Norte,Referido,59098.24,23765.51,0.4,18,1,0,Préstamo,Mensual,Débito automático,0
44,6339.15,3,Básico,Centro,Web,26491.23,1511.35,0.06,22,1,1,Tarjeta,Mensual,Débito automático,1
48,7578.38,23,Básico,Norte,Web,20527.37,5993.62,0.29,19,1,0,Tarjeta,Mensual,Transferencia,1
35,19682.37,45,Plus,Centro,Web,79349.06,9819.16,0.12,18,1,1,Préstamo,Mensual,Transferencia,1
42,7263.39,3,Plus,Sur,App,28989.35,1597.39,0.06,23,1,0,Tarjeta,Mensual,Efectivo,1
40,18451.98,54,Plus,Centro,Sucursal,76380.58,29363.66,0.38,15,2,0,Tarjeta,Mensual,Débito automático,1
41,5874.18,1,Premium,Sur,Sucursal,25917.66,20790.18,0.15,15,0,5,Línea de crédito,Anual,Transferencia,1
30,38518.56,10,Plus,Sur,Web,120146.94,12018.3,0.1,23,0,1,Línea de crédito,Mensual,Transferencia,1
40,,22,Básico,Norte,App,28192.06,29175.33,0.18,12,0,5,Préstamo,Mensual,Transferencia,1
45,11681.95,19,Premium,Centro,App,35342.15,7730.44,0.22,25,0,0,Tarjeta,Mensual,Transferencia,1
57,16291,2,Básico,Centro,App,51385.25,20019.74,0.39,14,0,1,Préstamo,Mensual,Débito automático,1
51,9516.57,38,Plus,Centro,Sucursal,30069.06,6212.37,0.21,15,0,2,Tarjeta,Anual,Débito automático,1
65,14560.15,86,Básico,Sur,Sucursal,61728.48,31233.75,0.51,21,2,1,Tarjeta,Anual,Transferencia,1
30,18867.84,4,Básico,Sur,Web,49543.1,4443.56,0.09,20,2,0,Tarjeta,Mensual,Transferencia,1
50,23774.48,54,Plus,Centro,Web,69074.3,28873.4,0.42,27,1,1,Tarjeta,Mensual,Transferencia,1
42,21480.45,19,Básico,Norte,Sucursal,79931.25,10084.6,0.13,17,1,1,Tarjeta,Anual,Débito automático,1
66,12051.13,65,Plus,Norte,App,48570.75,6486.6,0.13,15,1,2,Tarjeta,Mensual,Transferencia,0
30,12234.57,4,Plus,Centro,App,47650.65,17148.58,0.36,12,0,0,Línea de crédito,Mensual,Transferencia,0
29,,37,Básico,Norte,App,141823.56,29522.87,0.21,16,3,1,Tarjeta,Anual,Transferencia,1
32,23621.99,1,Plus,Sur,App,80494.04,43397.06,0.54,21,0,0,Tarjeta,Mensual,Débito automático,0
18,7684.08,51,Plus,Centro,App,22045.22,11864.34,0.54,16,1,0,Préstamo,Mensual,Transferencia,0
33,14185.75,26,Plus,Centro,Web,63499.43,11780.21,0.19,16,0,1,Línea de crédito,Mensual,Débito automático,0
30,10926.15,11,Plus,Centro,App,49143.45,10459.11,0.21,17,1,1,Tarjeta,Mensual,Transferencia,1
41,12317.79,5,Básico,Sur,Web,32048.38,10754.11,0.34,21,4,1,Préstamo,Mensual,Débito automático,1
44,6388.81,40,Básico,Sur,Sucursal,24503.94,6960.54,0.28,14,0,0,Préstamo,Mensual,Débito automático,0
62,10434.22,22,Básico,Sur,Sucursal,43052.95,22534.03,0.52,18,0,0,Préstamo,Mensual,Transferencia,1
51,,10,Básico,Centro,App,124766.11,5624.2,0.05,11,1,0,Tarjeta,Anual,Transferencia,1
33,18909.99,14,Plus,Norte,App,73508.3,33309.01,0.45,21,3,2,Tarjeta,Anual,Débito automático,1
29,2996.81,42,Básico,Centro,Web,8616.83,1706.12,0.2,23,2,1,Tarjeta,Mensual,Transferencia,1
45,27723.46,9,Premium,Centro,Web,76403.58,16674.36,0.22,22,0,0,Préstamo,Anual,Transferencia,0
24,25687.96,2,Plus,Sur,Web,111758.14,53095.39,0.48,17,0,1,Préstamo,Mensual,Transferencia,0
61,10769.02,58,Básico,Centro,Web,40761.51,2490.27,0.06,16,1,1,Tarjeta,Anual,Transferencia,1
54,20544.7,11,Básico,Centro,Sucursal,84929.61,35894.39,0.42,12,2,1,Préstamo,Mensual,Transferencia,1
34,7977.34,10,Plus,Sur,Referido,28442.62,11326.8,0.4,23,1,1,Préstamo,Anual,Transferencia,1
19,10075.34,5,Plus,Centro,Web,28306.18,8231.14,0.29,18,2,1,Tarjeta,Mensual,Transferencia,1
56,32830.98,54,Premium,Centro,Web,106809.36,28925.68,0.27,17,3,0,Línea de crédito,Mensual,Transferencia,1
38,11349.87,5,Básico,Norte,Sucursal,48388.08,13725.37,0.28,18,1,0,Tarjeta,Mensual,Débito automático,0
54,4351,24,Básico,Norte,App,11013.31,2866.6,0.26,15,4,1,Préstamo,Anual,Débito automático,1
20,12861.81,51,Premium,Sur,App,37483.9,17814.84,0.48,15,1,0,Tarjeta,Mensual,Transferencia,0
32,12744.4,1,Básico,Sur,Referido,38316.96,10422.03,0.27,16,3,1,Préstamo,Anual,Transferencia,1
40,27419.81,42,Plus,Centro,App,82972.12,35898.77,0.43,19,3,0,Tarjeta,Mensual,Transferencia,1
40,13475.14,12,Básico,Centro,App,36344.79,6127.88,0.17,18,2,0,Préstamo,Anual,Transferencia,1
34,10373.92,25,Plus,Centro,App,43533.54,9386.5,0.22,16,0,2,Tarjeta,Mensual,Débito automático,1
47,25010.07,11,Básico,Centro,Web,70504.07,17898.82,0.25,21,2,0,Tarjeta,Mensual,Débito automático,1
27,14363.91,28,Plus,Norte,App,59744.51,25419.2,0.43,26,2,1,Tarjeta,Anual,Transferencia,1
38,8518.42,7,Plus,Sur,Web,27345.19,10627.89,0.39,19,2,3,Tarjeta,Mensual,Efectivo,1
41,26715.48,1,Premium,Centro,App,91223.65,16122.17,0.18,17,1,1,Préstamo,Mensual,Efectivo,1
46,15005.87,70,Básico,Centro,Web,51405.65,31269.28,0.61,20,2,0,Línea de crédito,Anual,Débito automático,1
48,13383.2,1,Básico,Norte,App,52546.43,12868.81,0.24,17,1,0,Tarjeta,Anual,Débito automático,0
26,,41,Básico,Centro,App,58902.88,19633.68,0.33,12,0,1,Tarjeta,Mensual,Transferencia,0
21,7027.59,4,Premium,Norte,Web,26573.96,12231.09,0.46,18,1,0,Tarjeta,Mensual,Transferencia,0
55,9734.27,11,Plus,Centro,Web,39399.81,3963.72,0.1,15,3,0,Tarjeta,Mensual,Débito automático,1
43,13388.48,41,Plus,Centro,Sucursal,33693.52,10768.52,0.32,18,1,1,Tarjeta,Mensual,Efectivo,1
31,11887.01,5,Básico,Centro,App,41718.91,14934.66,0.36,20,2,0,Tarjeta,Mensual,Transferencia,1
58,28665.71,48,Básico,Norte,Sucursal,101707.4,14097.13,0.14,18,2,0,Préstamo,Anual,Débito automático,1
41,15221.19,16,Básico,Sur,Sucursal,45339.04,17942.02,0.4,18,5,0,Línea de crédito,Anual,Débito automático,1
54,22313.39,10,Básico,Centro,Web,80612.53,33614.3,0.42,11,0,0,Línea de crédito,Anual,Débito automático,0
40,13435.25,26,Plus,Centro,App,46140.88,8112.27,0.18,23,1,1,Tarjeta,Mensual,Transferencia,1
64,25179.19,10,Básico,Centro,Sucursal,86722.78,43987.04,0.51,12,1,0,Tarjeta,Mensual,Transferencia,1
61,16958.37,10,Plus,Centro,App,46413.37,12898.78,0.28,23,0,0,Préstamo,Mensual,Débito automático,1
37,13467.74,31,Plus,Centro,Sucursal,45393.35,18710.2,0.41,23,0,1,Préstamo,Anual,,1
51,13253.67,8,Premium,Sur,App,53450.23,7369.82,0.14,17,1,1,Préstamo,Anual,Débito automático,1
47,7535.17,5,Plus,Sur,App,25016.62,6354.64,0.25,17,2,0,Línea de crédito,Mensual,Transferencia,1
56,18108.73,39,Básico,Centro,Sucursal,62927.78,21546.78,0.34,15,0,0,Tarjeta,Anual,Transferencia,0
28,13041.31,39,Plus,Centro,Web,57838.73,32480.57,0.56,15,1,1,Tarjeta,Mensual,Efectivo,1
48,9885.31,16,Básico,Norte,App,41948.98,1291.75,0.03,19,2,1,Línea de crédito,Anual,Transferencia,1
52,,17,Básico,Norte,Web,113068.9,41501.58,0.37,17,1,0,Línea de crédito,Anual,Débito automático,1
18,6309.87,28,Plus,Centro,Web,16754.93,4551.47,0.27,13,1,0,Tarjeta,Mensual,Transferencia,1
25,10368.24,17,Premium,Sur,Web,38747.78,6817.76,0.18,21,1,0,Préstamo,Mensual,Débito automático,1
18,24751.25,12,Básico,Centro,App,72937.57,11728.29,0.16,22,1,0,Línea de crédito,Anual,Transferencia,0
36,16144.16,120,Básico,Centro,Sucursal,53412.75,15585.36,0.29,16,0,0,Préstamo,Anual,Transferencia,0
48,12981.55,3,Plus,Norte,Web,50102.31,22703.66,0.45,17,0,0,Tarjeta,Mensual,Débito automático,0
58,15531.14,21,Básico,Centro,Sucursal,56810.26,14630.64,0.26,14,1,0,Préstamo,Anual,Efectivo,1
40,14878.14,52,Plus,Centro,Web,52244.07,4128.57,0.08,13,2,2,Préstamo,Anual,Efectivo,1
59,5377.63,27,Básico,Sur,Web,22203.67,12404.57,0.56,18,1,0,Tarjeta,Mensual,Transferencia,1
23,10833.98,51,Básico,Norte,Referido,41875.47,10891.55,0.26,10,2,0,Préstamo,Mensual,Débito automático,1
19,35239.15,9,Plus,Centro,Web,145963.74,11748.69,0.08,14,0,0,Tarjeta,Mensual,Transferencia,0
39,8994.83,7,Premium,Sur,Web,39252.23,10787.99,0.27,13,3,0,Tarjeta,Anual,Débito automático,1
44,11037.12,45,Plus,Sur,Web,43309.01,11619.73,0.27,20,1,2,Préstamo,Anual,Débito automático,1
39,9653.03,12,Plus,Sur,Web,31766.12,10960.65,0.35,18,2,0,Préstamo,Anual,Transferencia,1
18,12680.12,29,Básico,Centro,App,37096.42,11161.68,0.3,17,2,1,Préstamo,Mensual,Débito automático,1
38,9415.63,3,Premium,Sur,Web,28640.75,15569.53,0.54,13,0,1,Tarjeta,Mensual,Transferencia,1
24,17890.85,33,Básico,Sur,App,58919.24,13699.2,0.23,11,0,0,Tarjeta,Mensual,Transferencia,0
48,15038.79,19,Premium,Sur,App,59857.12,42142.19,0.7,17,1,0,Tarjeta,Anual,Débito automático,0
44,21250.35,7,Básico,Sur,App,54832.47,7575.22,0.14,23,1,1,Préstamo,Anual,Transferencia,1
28,7111.26,16,Básico,Sur,Sucursal,29359.3,9280.09,0.32,25,1,0,Tarjeta,Mensual,,1
33,,28,Básico,Norte,Web,43745.73,12995.39,0.3,25,0,0,Tarjeta,Anual,Débito automático,0
27,11667.55,1,Plus,Norte,App,40822.8,10272.71,0.25,18,0,1,Tarjeta,Mensual,Débito automático,1
39,17560.16,24,Básico,Centro,App,57936.84,17500.25,0.3,18,0,1,Préstamo,Mensual,Débito automático,1
51,8300.47,18,Premium,Centro,Web,22622.05,10064.46,0.44,18,0,1,Tarjeta,Mensual,Débito automático,0
28,23141.72,5,Básico,Centro,Sucursal,71262.68,19271.39,0.27,18,1,0,Línea de crédito,Mensual,Débito automático,1
46,27223.87,33,Básico,Centro,App,74028.67,40754.94,0.55,20,2,1,Tarjeta,Mensual,Débito automático,1
33,,8,Básico,Norte,Web,30541.25,8716.31,0.29,15,2,0,Préstamo,Mensual,Débito automático,1
30,9951.48,7,Básico,Norte,Web,35016.02,12093.46,0.35,23,3,0,Tarjeta,Mensual,Transferencia,1
38,9709.32,15,Plus,Centro,Web,29065.55,6741.12,0.23,17,4,0,Préstamo,Mensual,Débito automático,1
27,64824.03,27,Plus,Norte,Sucursal,164405.34,40813.76,0.25,13,2,1,Línea de crédito,Mensual,Débito automático,1
33,10322.28,63,Plus,Sur,Sucursal,36621.82,9935.14,0.27,23,1,0,Préstamo,Anual,Transferencia,0
25,36555.07,3,Básico,Sur,App,146372.88,14836.18,0.1,20,2,0,Préstamo,Anual,Débito automático,1
63,6248.03,12,Premium,Centro,Web,25198.21,3766.81,0.15,18,1,2,Préstamo,Anual,Débito automático,1
40,7377.64,1,Básico,Centro,App,21608.03,1903.49,0.09,19,1,1,Préstamo,Mensual,Transferencia,1
31,8848.8,34,Premium,Norte,Sucursal,39732.22,12051.84,0.3,13,4,0,Préstamo,Mensual,Débito automático,1
42,8043.23,14,Básico,Centro,App,29257.74,3822.65,0.13,12,3,0,Línea de crédito,Mensual,Transferencia,1
38,11376,29,Plus,Sur,Web,35993.81,15837.6,0.44,15,0,0,Tarjeta,Mensual,Transferencia,0
